name,region,season,stat,IMPORT_EXPORT,TOTAL,b_CHP,bio,biogas,coal,coal_bp,coal_ex,dsr,eens,gas_ccgt,gas_chp,gas_eng_chp,gas_peak,h_dams,h_ror,li,lig,lig_bp,lig_ex,lig_old,lig_sc,nuclear,onshore,pump,pump_open,solar,waste
2028-base,CZ,S,avg_consumer_price_EUR_per_MWh,,83.40115852632466,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,CZ,S,avg_producer_price_EUR_per_MWh,,80.80616938439827,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,CZ,S,capacity_factor,,1.2266513303050182,-2.4185642515158963e-19,,0.0928777088951568,,,-5.385368777048878e-18,,,0.8117855498013329,0.3596628520123944,0.4896623579270515,0.0,0.1557454591907558,0.3083269609804211,0.078505781460603,0.0,0.2291903027130528,0.3413762424288632,0.0,0.0,0.7758452989642761,0.1689376796211942,0.1001931769088941,0.1087143395473204,0.1556490726695699,0.5710287169182292
2028-base,CZ,S,capacity_factor_charging,,,,,,,,,,,,,,,,,0.0110635972570341,,,,,,,,0.14082438447627,0.1481197436295596,,
2028-base,CZ,S,capex_mn_EUR_per_yr,,,109.81713302115293,0.0,16.217086196531145,0.0,0.0,26.048184884115727,0.0,,76.18061222457844,138.841538451773,22.59441391073202,7.893982066856129,123.71530195731836,84.30517292657983,4.011568788183623,321.06706043239666,118.59824069033428,547.1244805327576,397.5115986305863,144.15255774515765,2738.469079112492,68.82996852045387,137.73230661258106,95.4781476517892,362.9795164565344,228.2938717209026
2028-base,CZ,S,charged_TWh,,2.313315612974865,,,,,,,,,,,,,0.0,0.0,0.0606967125223908,,,,,,,,0.4084402851645188,0.2846742976765232,,
2028-base,CZ,S,curtailment_TWh,,0.0038450126806385,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,CZ,S,discharged_TWh,,5.948564912283594,,,,,,,,,,,,,0.41430036493884,0.5589104487084291,0.0342913253419913,,,,,,,,0.2967224941883975,0.2231861905170669,,
2028-base,CZ,S,emissions_MtCO2,,30.415123150154567,-0.0,0.0,0.0,0.0,0.0,-2.28539685105262e-18,0.0,0.0,0.8600530197356404,0.4717735034783187,0.3464394479374228,0.0,0.0,0.0,0.0,0.0,0.7175507599155507,2.46528758814217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-base,CZ,S,export_TWh,,1.9954784862020831,,,,,,,,,,,,,,,,,,,,,,,,,,
